url,time_control,rated,time_class,rules,opponent_country,opponent_rating,result,player_rating,player_color,archive_url,opponent_username,player_username,date,result_category,rating_difference,result_numeric,opponent_country_mapped,rating_diff_bin,day_of_week,opponent_strength,rating_bin,week,weekday
https://www.chess.com/game/live/30660644621,180+2,True,blitz,chess,United States,1145,win,1204,black,/player/yedfa/games/2021/11,Biverly,Yedfa,2021-11-01,win,59,1.0,United States,50 to 100,Monday,1000-1200,1200-1400,44,0
https://www.chess.com/game/live/30661244533,180+2,True,blitz,chess,Japan,1229,timeout,1173,black,/player/yedfa/games/2021/11,Ageihl,Yedfa,2021-11-01,loss,-56,0.0,Japan,-100 to -50,Monday,1200-1400,<1200,44,0
https://www.chess.com/game/live/30661821227,180+2,True,blitz,chess,India,1127,win,1188,white,/player/yedfa/games/2021/11,Vishal-oo-Chauhan,Yedfa,2021-11-01,win,61,1.0,India,50 to 100,Monday,1000-1200,<1200,44,0
https://www.chess.com/game/live/30662357125,180+2,True,blitz,chess,Brazil,1180,checkmated,1173,white,/player/yedfa/games/2021/11,Master_Tadashi,Yedfa,2021-11-01,loss,-7,0.0,Brazil,-50 to 0,Monday,1000-1200,<1200,44,0
https://www.chess.com/game/live/30662918877,180+2,True,blitz,chess,Scotland,1007,win,1008,black,/player/yedfa/games/2021/11,pablodablo,Yedfa,2021-11-01,win,1,1.0,Scotland,0 to 50,Monday,1000-1200,<1200,44,0
https://www.chess.com/game/live/30663511727,180+2,True,blitz,chess,Israel,1031,timeout,1016,white,/player/yedfa/games/2021/11,omrichess,Yedfa,2021-11-01,loss,-15,0.0,Israel,-50 to 0,Monday,1000-1200,<1200,44,0
https://www.chess.com/game/live/30663623493,180+2,True,blitz,chess,Bulgaria,1235,checkmated,1197,white,/player/yedfa/games/2021/11,mark11112,Yedfa,2021-11-01,loss,-38,0.0,Bulgaria,-50 to 0,Monday,1200-1400,<1200,44,0
https://www.chess.com/game/live/30664147969,180+2,True,blitz,chess,Colombia,1205,checkmated,1204,black,/player/yedfa/games/2021/11,El_Tabano,Yedfa,2021-11-01,loss,-1,0.0,Colombia,-50 to 0,Monday,1200-1400,1200-1400,44,0
https://www.chess.com/game/live/30664222247,60+1,True,bullet,chess,Brazil,1201,win,1221,white,/player/yedfa/games/2021/11,Danyelfarias,Yedfa,2021-11-01,win,20,1.0,Brazil,0 to 50,Monday,1200-1400,1200-1400,44,0
https://www.chess.com/game/live/30664732969,60+1,True,bullet,chess,Syria,1081,timeout,1017,black,/player/yedfa/games/2021/11,Khadou,Yedfa,2021-11-01,loss,-64,0.0,Syria,-100 to -50,Monday,1000-1200,<1200,44,0
